category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,118.13333333333334,5.103321601845224,31,48.0,207.0,13.0,14.0,96,59.0,8912,383.0,314.0,,,77,185,56,58,,,558,1397,1955.0,37.4797507788162,0.21666666666666667,3.051643192488263,5.533333333333333,77.93427230046949,1.35,19.014084507042252,9.183333333333334,2.0833333333333335,0.06666666666666667,7.1,7.1,0.9389671361502347,,16.249014084507035
2024-04-27,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-04-28,0.0,0.0,19,,,0.0,0.0,19,,0,1.0,,,,66,66,66,66,,,0,2089,2089.0,25.0,,,,,,,,,,,,,,
2024-04-29,37.11666666666667,1.2228585063230732,22,9.0,142.0,0.0,0.0,89,28.0,2403,637.0,179.0,,,67,122,48,55,,,96,2089,2185.0,52.25083612040134,,,,,,,,,,,,,,
2024-04-30,112.08333333333333,2.4233476497256023,35,140.0,371.0,0.0,0.0,96,209.0,4762,564.0,720.0,,,71,118,45,49,,,294,2089,2383.0,52.46875,0.8333333333333334,11.013215859030836,4.316666666666666,57.048458149779734,2.4166666666666665,31.938325991189426,6.5,-1.0666666666666664,0.06666666666666667,7.566666666666666,7.566666666666666,0.881057268722467,,16.4219298245614
2024-05-01,28.5,0.5499135051300406,19,5.0,146.0,0.0,0.0,89,7.0,1081,687.0,158.0,,,67,107,52,53,,,39,2089,2128.0,40.601351351351354,1.6333333333333333,23.27790973871734,3.1666666666666665,45.13064133016627,2.216666666666667,31.59144893111639,7.0,-0.01666666666666572,0.0,7.016666666666667,7.016666666666667,0.0,,15.46499999999999
2024-05-02,89.83333333333333,4.4111140936928335,24,22.0,221.0,27.0,5.0,99,139.0,6249,889.0,382.0,20,,71,195,48,53,,53.0,563,2089,2652.0,60.827083333333334,0.75,13.719512195121952,3.25,59.45121951219512,1.4666666666666666,26.82926829268293,11.116666666666667,5.65,0.0,5.466666666666667,5.466666666666667,0.0,,16.79719512195122
2024-05-03,136.23333333333332,2.7290622763063705,47,223.0,458.0,4.0,3.0,99,251.0,5363,293.0,932.0,,,80,141,58,61,,,608,2089,2697.0,33.24166666666667,3.716666666666667,55.75,2.95,44.25,0.0,0.0,9.75,3.0833333333333335,0.11666666666666667,6.666666666666667,6.666666666666667,1.7500000000000002,,15.255995085995076
2024-05-04,80.5,2.070408812534797,24,13.0,330.0,0.0,0.0,81,83.0,4024,869.0,426.0,,,68,106,50,54,,,68,2089,2157.0,48.833333333333336,3.183333333333333,36.24288425047438,5.6,63.75711574952562,0.0,0.0,7.766666666666667,-1.0166666666666657,0.1,8.783333333333333,8.783333333333333,1.1385199240986716,,16.530357142857145
2024-05-05,60.333333333333336,1.212916567247276,34,167.0,281.0,1.0,4.0,99,189.0,2372,713.0,637.0,,,71,133,47,50,,,177,2089,2266.0,63.75208333333333,2.816666666666667,49.41520467836257,2.8833333333333333,50.58479532163743,0.0,0.0,9.25,3.55,0.11666666666666667,5.7,5.7,2.046783625730994,,13.973386727688785
2024-05-06,83.15,2.3233068877753915,22,17.0,374.0,0.0,0.0,87,98.0,4552,810.0,489.0,,,66,104,49,52,,,114,2089,2203.0,63.52916666666667,0.0,0.0,7.283333333333333,70.03205128205127,3.1166666666666667,29.967948717948715,9.566666666666666,-0.8333333333333321,0.3333333333333333,10.4,10.4,3.205128205128205,,14.688704581358609
2024-05-07,114.4,3.1807991330629126,27,32.0,411.0,0.0,0.0,89,134.0,6230,703.0,577.0,,,69,117,46,50,,,198,2089,2287.0,58.545833333333334,0.5666666666666667,6.882591093117409,5.6,68.0161943319838,2.066666666666667,25.101214574898783,9.116666666666667,0.8833333333333333,0.38333333333333336,8.233333333333333,8.233333333333333,4.65587044534413,,14.806601562499994
2024-05-08,117.85,2.623429173626024,29,58.0,301.0,0.0,0.0,91,242.0,5155,666.0,601.0,,,67,104,45,47,,,155,2089,2244.0,59.672916666666666,0.35,3.9622641509433962,5.666666666666667,64.15094339622641,2.816666666666667,31.886792452830186,11.916666666666666,3.0833333333333335,0.06666666666666667,8.833333333333334,8.833333333333334,0.7547169811320755,,15.014586466165419
2024-05-09,189.98333333333332,4.235266046289668,36,90.0,328.0,0.0,0.0,93,254.0,8147,483.0,672.0,,,73,121,51,53,,,354,2089,2443.0,32.01324503311258,0.31666666666666665,6.690140845070422,4.033333333333333,85.2112676056338,0.38333333333333336,8.098591549295776,7.383333333333334,2.65,0.15,4.733333333333333,4.733333333333333,3.169014084507042,,15.378869257950534
2024-05-10,87.4,4.2936749383599775,21,4.0,122.0,1.0,1.0,86,26.0,6704,647.0,152.0,,,67,189,49,49,,,388,1305,1693.0,44.56333333333333,0.38333333333333336,5.651105651105651,4.266666666666667,62.8992628992629,2.1333333333333333,31.44963144963145,6.25,-0.533333333333335,0.05,6.783333333333333,6.783333333333333,0.7371007371007371,,15.134963325183376
2024-05-23,62.96666666666667,3.0677095760757176,63,111.0,96.0,21.0,5.0,98,137.0,4582,11.0,344.0,,,94,197,67,55,,,497,2089,2586.0,11.921686746987952,,,,,,,,,,,,,,
2024-05-24,68.91666666666667,1.2644903762029747,30,80.0,335.0,2.0,1.0,95,199.0,2484,730.0,614.0,,,69,131,50,53,,,146,2089,2235.0,42.51875,0.1,1.0434782608695654,6.483333333333333,67.65217391304348,3.0,31.30434782608696,9.933333333333334,0.35,0.08333333333333333,9.583333333333334,9.583333333333334,0.8695652173913043,,14.58225524475525
2024-05-25,53.833333333333336,1.0656515946870277,24,28.0,278.0,0.0,0.0,87,146.0,2066,886.0,452.0,,,64,107,44,50,,,59,2089,2148.0,68.10416666666667,1.1666666666666667,12.027491408934708,4.683333333333334,48.281786941580755,3.85,39.69072164948454,11.366666666666667,1.6666666666666665,0.016666666666666666,9.7,9.7,0.1718213058419244,,14.987238421955396
2024-05-26,45.25,1.150158076831305,27,43.0,327.0,0.0,0.0,93,204.0,2260,781.0,574.0,,,64,101,44,47,,,45,2089,2134.0,63.25,0.5333333333333333,5.992509363295881,6.2,69.66292134831461,2.1666666666666665,24.344569288389515,8.0,-0.8999999999999986,0.2,8.9,8.9,2.247191011235955,,14.649592592592589
2024-05-27,113.43333333333334,6.280198639942734,34,151.0,258.0,44.0,5.0,99,209.0,8962,607.0,618.0,20,,75,196,44,47,,53.0,876,2089,2965.0,52.80416666666667,0.6833333333333333,6.732348111658457,6.083333333333333,59.93431855500822,3.3833333333333333,33.33333333333333,9.533333333333333,-0.6166666666666671,0.23333333333333334,10.15,10.15,2.2988505747126435,,14.59606851549755
2024-05-28,165.93333333333334,4.227188220790583,24,58.0,220.0,0.0,0.0,94,118.0,8255,844.0,396.0,,,66,119,43,45,,,260,2089,2349.0,54.15833333333333,0.0,0.0,5.783333333333333,71.69421487603306,2.283333333333333,28.305785123966942,8.4,0.3333333333333333,0.18333333333333332,8.066666666666666,8.066666666666666,2.272727272727273,,14.714419551934828
2024-05-29,106.1,2.3326274556589515,23,18.0,303.0,0.0,0.0,85,94.0,4542,880.0,415.0,,,63,102,43,48,,,69,2089,2158.0,64.35833333333333,1.15,16.009280742459396,3.4,47.33178654292343,2.6333333333333333,36.65893271461717,8.883333333333333,1.7,0.016666666666666666,7.183333333333334,7.183333333333334,0.23201856148491878,,15.119046511627912
2024-05-30,187.46666666666667,8.125671080887615,34,124.0,373.0,43.0,3.0,97,165.0,12317,529.0,662.0,20,,74,192,45,47,,53.0,789,2089,2878.0,45.59791666666667,0.45,6.150341685649203,3.9,53.30296127562642,2.966666666666667,40.546697038724375,8.716666666666667,1.4,0.15,7.316666666666666,7.316666666666666,2.050113895216401,,15.405286041189935
2024-05-31,11.25,0.12862383679312814,16,2.0,133.0,0.0,0.0,80,28.0,253,545.0,163.0,,,59,90,47,49,,,9,2089,2098.0,37.396694214876035,0.6833333333333333,8.76068376068376,5.0,64.1025641025641,2.1166666666666667,27.136752136752136,12.05,4.25,0.016666666666666666,7.8,7.8,0.2136752136752137,,14.344712153518145
2024-06-01,39.11666666666667,0.6313131313131313,24,9.0,84.0,0.0,0.0,86,20.0,1240,195.0,113.0,,,67,99,48,51,,,43,2089,2132.0,32.601694915254235,,,,,,,,,,,,,,
2024-06-02,87.21666666666667,2.2692475940507437,17,14.0,110.0,3.0,1.0,99,53.0,4459,584.0,177.0,,,62,138,46,49,,,173,1276,1449.0,67.43537414965986,0.21666666666666667,0.0,4.816666666666666,59.64214711729622,3.3833333333333333,40.357852882703774,9.866666666666667,1.4833333333333334,0.05,8.383333333333333,8.383333333333333,0.5964214711729622,,13.98598802395209
2024-06-05,88.33333333333333,5.8899775312176885,70,179.0,52.0,52.0,2.0,99,165.0,8524,4.0,396.0,20,,96,191,69,52,,53.0,830,2089,2919.0,26.345744680851062,,,,,,,,,,,,,,
2024-06-06,241.06666666666666,7.895763739759802,29,84.0,299.0,17.0,28.0,98,73.0,12829,745.0,456.0,,,71,172,48,54,,,633,2089,2722.0,25.729166666666668,0.6666666666666666,9.411764705882353,3.75,52.94117647058824,2.6666666666666665,37.64705882352941,9.95,2.8666666666666667,0.06666666666666667,7.083333333333333,7.083333333333333,0.9411764705882352,,15.999603729603713
2024-06-07,25.483333333333334,0.38897836634057104,9,,27.0,0.0,0.0,69,9.0,736,477.0,36.0,,,56,90,47,49,,,11,776,787.0,37.54189944134078,0.6666666666666666,12.658227848101266,3.3666666666666667,63.92405063291139,1.2333333333333334,23.417721518987342,8.916666666666666,3.65,0.0,5.266666666666667,5.266666666666667,0.0,,12.74832278481013
2024-06-08,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-06-09,109.35,7.992697645748827,69,224.0,102.0,91.0,3.0,98,198.0,12128,4.0,524.0,20,,97,191,68,55,,53.0,1294,2089,3383.0,25.550218340611355,,,,,,,,,,,,,,
2024-06-10,253.3,6.710808876163207,29,117.0,233.0,3.0,4.0,99,116.0,12961,694.0,466.0,,,72,136,46,51,,,665,2089,2754.0,39.452083333333334,0.1,1.4457831325301205,4.083333333333333,59.036144578313255,2.7333333333333334,39.51807228915663,9.483333333333333,2.5666666666666664,0.016666666666666666,6.916666666666667,6.916666666666667,0.24096385542168677,,14.700193236714984
2024-06-11,265.6,15.94438479280999,21,83.0,80.0,102.0,26.0,98,69.0,24188,823.0,232.0,20,,75,195,42,44,,53.0,1673,2089,3762.0,56.204166666666666,0.0,0.0,5.483333333333333,60.47794117647059,3.5833333333333335,39.52205882352941,8.583333333333334,-0.4833333333333343,0.25,9.066666666666666,9.066666666666666,2.7573529411764706,,14.670018018018016
2024-06-12,114.45,2.534573093136085,24,55.0,240.0,0.0,0.0,96,67.0,4877,959.0,362.0,,,65,116,48,54,,,147,2089,2236.0,55.28958333333333,0.4166666666666667,4.173622704507513,6.2,62.10350584307178,3.3666666666666667,33.7228714524207,9.933333333333334,-0.05000000000000071,0.11666666666666667,9.983333333333333,9.983333333333333,1.1686143572621035,,15.8214381270903
2024-06-13,159.6,3.8841913226755747,29,71.0,298.0,0.0,0.0,98,142.0,7383,784.0,511.0,,,68,122,50,53,,,367,2089,2456.0,58.62708333333333,0.5333333333333333,5.6537102473498235,5.416666666666667,57.42049469964664,3.4833333333333334,36.92579505300353,11.283333333333333,1.85,0.016666666666666666,9.433333333333334,9.433333333333334,0.17667844522968199,,13.689327433628318
2024-06-14,72.9,1.8970462499005805,23,43.0,208.0,0.0,0.0,99,114.0,3618,980.0,365.0,,,63,119,48,52,,,115,2089,2204.0,69.29166666666667,1.2,13.40782122905028,4.45,49.72067039106145,3.3,36.87150837988827,10.516666666666667,1.5666666666666667,0.15,8.95,8.95,1.675977653631285,,14.769523809523788
2024-06-15,152.91666666666666,7.398045414777698,30,67.0,282.0,52.0,8.0,99,191.0,11641,631.0,540.0,20,,72,191,51,54,,53.0,823,2089,2912.0,55.03125,1.0,14.084507042253522,3.933333333333333,55.39906103286385,2.1666666666666665,30.51643192488263,9.316666666666666,2.216666666666667,0.7166666666666667,7.1,7.1,10.093896713615024,,14.837010752688158
2024-06-16,260.2,4.826190050107373,40,184.0,334.0,1.0,1.0,99,171.0,9298,481.0,689.0,,,76,143,53,57,,,616,2089,2705.0,22.604166666666668,1.0333333333333334,17.174515235457065,3.95,65.65096952908587,1.0333333333333334,17.174515235457065,9.416666666666666,3.4,0.03333333333333333,6.016666666666667,6.016666666666667,0.554016620498615,,12.814277777777777
2024-06-17,312.68333333333334,7.320995386940268,25,58.0,194.0,0.0,0.0,97,165.0,14296,743.0,417.0,,,67,124,46,51,,,493,2089,2582.0,49.639583333333334,0.65,8.158995815899582,4.55,57.11297071129707,2.7666666666666666,34.72803347280335,9.7,1.7333333333333334,0.1,7.966666666666667,7.966666666666667,1.2552301255230125,,13.8895652173913
2024-06-18,173.88333333333333,8.778732203929055,39,228.0,205.0,44.0,10.0,99,202.0,13742,589.0,635.0,20,,75,194,48,50,,53.0,945,2089,3034.0,47.44166666666667,0.26666666666666666,2.877697841726619,6.6,71.22302158273382,2.4,25.899280575539567,11.283333333333333,2.0166666666666666,0.2833333333333333,9.266666666666667,9.266666666666667,3.0575539568345325,,14.425563380281693
2024-06-19,214.25,3.719527956732681,24,39.0,219.0,0.0,0.0,96,84.0,7253,891.0,342.0,,,64,107,47,52,,,188,2089,2277.0,53.829166666666666,0.6,4.911323328785812,7.966666666666667,65.21145975443383,3.65,29.877216916780352,11.833333333333334,-0.38333333333333286,0.3,12.216666666666667,12.216666666666667,2.455661664392906,,14.890949796472176
2024-06-20,452.01666666666665,19.708651475383757,37,188.0,57.0,94.0,14.0,99,209.0,33101,479.0,454.0,20,,82,187,45,47,,53.0,1911,2089,4000.0,55.50625,0.0,0.0,6.033333333333333,65.10791366906474,3.2333333333333334,34.89208633093525,7.35,-1.9166666666666679,0.2,9.266666666666667,9.266666666666667,2.158273381294964,,14.10682795698925
2024-06-21,76.21666666666667,2.2406645192078263,29,109.0,204.0,0.0,0.0,95,113.0,4396,919.0,426.0,,,64,112,46,49,,,140,2089,2229.0,47.604166666666664,0.6,5.7324840764331215,6.55,62.57961783439491,3.316666666666667,31.687898089171973,11.35,0.8833333333333333,0.06666666666666667,10.466666666666667,10.466666666666667,0.6369426751592357,,14.534085850556457
2024-06-22,28.983333333333334,0.4262606378748111,15,6.0,64.0,0.0,0.0,90,21.0,837,610.0,91.0,,,58,120,46,48,,,55,2089,2144.0,60.05220883534137,0.6833333333333333,6.984667802385008,5.4,55.195911413969334,3.7,37.819420783645654,11.533333333333333,1.75,0.016666666666666666,9.783333333333333,9.783333333333333,0.17035775127768313,,14.919022298456234
2024-06-23,146.81666666666666,7.44651236777221,52,136.0,96.0,50.0,26.0,97,136.0,12481,132.0,368.0,20,,84,193,49,54,,53.0,892,2089,2981.0,30.969026548672566,,,,,,,,,,,,,,
2024-06-24,199.6,9.506979241231209,32,60.0,295.0,83.0,4.0,95,171.0,15323,622.0,526.0,20,,73,185,48,53,,53.0,1147,2089,3236.0,30.716666666666665,0.95,15.702479338842975,2.8,46.28099173553719,2.3,38.01652892561984,10.616666666666667,4.566666666666666,0.016666666666666666,6.05,6.05,0.27548209366391185,,14.959861495844873
2024-06-25,177.36666666666667,4.406143124154935,35,220.0,131.0,0.0,0.0,98,219.0,8625,680.0,570.0,,,69,120,47,49,,,404,2089,2493.0,53.760416666666664,0.85,7.193229901269394,7.766666666666667,65.72637517630466,3.2,27.080394922425953,11.65,-0.16666666666666785,0.15,11.816666666666666,11.816666666666666,1.2693935119887165,,13.25483779971791
2024-06-26,214.03333333333333,7.851025013918714,31,107.0,247.0,43.0,8.0,99,163.0,12602,678.0,517.0,20,,70,193,43,46,,53.0,974,2089,3063.0,50.40208333333333,0.0,0.0,6.016666666666667,60.367892976588635,3.95,39.63210702341137,9.916666666666666,-0.05000000000000071,0.05,9.966666666666667,9.966666666666667,0.5016722408026756,,14.016851851851856
2024-06-27,291.03333333333336,6.8425395689175215,38,209.0,142.0,23.0,32.0,96,235.0,13164,603.0,586.0,20,,72,180,45,46,,53.0,711,2089,2800.0,52.76875,0.3,3.474903474903475,4.383333333333334,50.77220077220077,3.95,45.75289575289575,9.233333333333333,0.6,0.0,8.633333333333333,8.633333333333333,0.0,,13.926988416988427
2024-06-28,171.25,10.70498289986479,22,50.0,178.0,107.0,1.0,96,58.0,16133,966.0,286.0,20,,67,189,46,49,,53.0,1403,2089,3492.0,50.95625,0.38333333333333336,3.904923599320883,6.666666666666667,67.91171477079796,2.7666666666666666,28.183361629881155,10.316666666666666,0.5,1.0166666666666666,9.816666666666666,9.816666666666666,10.35653650254669,,14.106003210272881
2024-06-29,60.68333333333333,2.6377207110474825,31,69.0,76.0,2.0,1.0,97,47.0,3996,389.0,192.0,,,69,179,51,54,,,271,985,1256.0,34.87264150943396,0.0,0.0,4.366666666666666,58.876404494382015,3.05,41.12359550561798,10.516666666666667,3.1,0.05,7.416666666666667,7.416666666666667,0.6741573033707865,,15.93220720720719
2024-07-03,39.583333333333336,2.24439274636125,-2,,,16.0,21.0,,,3688,,,,,142,172,115,54,,,276,2089,2365.0,59.785714285714285,,,,,,,,,,,,,,
2024-07-04,59.583333333333336,2.632749741509584,28,74.0,205.0,14.0,0.0,96,128.0,4596,810.0,407.0,20,,68,176,44,46,,53.0,275,2089,2364.0,65.09375,0.3,3.1141868512110724,6.066666666666666,62.9757785467128,3.2666666666666666,33.910034602076124,14.05,4.416666666666667,0.016666666666666666,9.633333333333333,9.633333333333333,0.17301038062283738,,15.952504317789295
2024-07-05,136.53333333333333,11.45062833054959,27,154.0,78.0,98.0,1.0,97,109.0,15516,829.0,341.0,20,,70,185,42,46,,54.0,1371,2089,3460.0,67.30590717299577,0.23333333333333334,2.3140495867768593,6.4,63.47107438016529,3.45,34.21487603305785,11.533333333333333,1.45,0.11666666666666667,10.083333333333334,10.083333333333334,1.1570247933884297,,16.358637873754162
2024-07-06,55.733333333333334,1.0022717330788196,23,34.0,346.0,0.0,0.0,96,80.0,1957,895.0,460.0,,,60,108,44,47,,,42,2089,2131.0,57.30416666666667,0.0,0.0,7.183333333333334,75.08710801393728,2.3833333333333333,24.912891986062718,10.0,0.43333333333333335,0.5,9.566666666666666,9.566666666666666,5.2264808362369335,,15.731672473867611
2024-07-07,11.25,0.21747991728306687,19,6.0,169.0,0.0,0.0,84,24.0,427,1217.0,199.0,,,57,89,46,50,,,4,2089,2093.0,60.385416666666664,0.25,3.048780487804878,5.483333333333333,66.869918699187,2.466666666666667,30.081300813008134,8.066666666666666,-0.13333333333333286,0.03333333333333333,8.2,8.2,0.40650406504065045,,15.265519348268844
2024-07-08,18.5,0.23177145470452556,24,26.0,377.0,0.0,0.0,90,173.0,456,824.0,576.0,,,58,96,41,43,,,8,2089,2097.0,61.395833333333336,0.7833333333333333,6.811594202898551,8.016666666666667,69.71014492753623,2.7,23.47826086956522,10.433333333333334,-1.0666666666666664,1.15,11.5,11.5,10.0,,13.740653950953705
2024-07-09,10.083333333333334,0.18578998647896286,19,6.0,324.0,0.0,0.0,83,60.0,365,1024.0,390.0,,,55,86,40,43,,,3,2089,2092.0,68.49166666666666,0.9166666666666666,8.986928104575163,6.283333333333333,61.60130718954249,3.0,29.411764705882355,10.95,0.75,0.05,10.2,10.2,0.49019607843137253,,14.591127450980387
2024-07-10,6.5,0.08637059572098942,11,3.0,54.0,0.0,0.0,90,24.0,170,710.0,81.0,,,49,87,40,42,,,2,1193,1195.0,83.05576208178438,0.16666666666666666,1.25,7.9,59.25,5.266666666666667,39.5,11.533333333333333,-1.8000000000000007,0.43333333333333335,13.333333333333334,13.333333333333334,3.25,,12.049754299754293
2024-07-20,79.15,5.81044201861131,67,128.0,54.0,48.0,14.0,93,229.0,8236,,411.0,20,,88,193,62,49,,53.0,643,2089,2732.0,45.663101604278076,,,,,,,,,,,,,,
2024-07-21,33.75,0.6543038654259127,30,30.0,450.0,0.0,0.0,87,179.0,1273,735.0,659.0,,,62,94,44,46,,,22,2089,2111.0,44.3875,0.0,0.0,6.216666666666667,68.44036697247707,2.8666666666666667,31.55963302752294,9.633333333333333,0.55,0.15,9.083333333333334,9.083333333333334,1.651376146788991,,15.347074954296149
2024-07-22,89.06666666666666,6.222411119064662,25,41.0,273.0,42.0,12.0,95,138.0,9092,808.0,452.0,20,,64,192,42,43,,54.0,628,2089,2717.0,62.12291666666667,0.6833333333333333,8.47107438016529,4.216666666666667,52.27272727272727,3.1666666666666665,39.25619834710744,10.416666666666666,2.35,0.016666666666666666,8.066666666666666,8.066666666666666,0.2066115702479339,,15.262360248447196
2024-07-23,27.4,0.688479280998966,23,27.0,304.0,0.0,0.0,99,66.0,1353,980.0,397.0,,,58,133,40,47,,,51,2089,2140.0,66.75416666666666,0.55,6.707317073170732,5.233333333333333,63.82113821138211,2.4166666666666665,29.471544715447155,8.75,0.55,0.15,8.2,8.2,1.8292682926829267,,13.767283702213287
2024-07-24,46.916666666666664,1.1364879106020838,22,24.0,269.0,0.0,0.0,94,72.0,2219,979.0,365.0,,,57,104,41,44,,,43,2089,2132.0,68.32708333333333,1.0166666666666666,11.57495256166983,5.283333333333333,60.151802656546494,2.4833333333333334,28.27324478178368,10.4,1.6166666666666667,0.016666666666666666,8.783333333333333,8.783333333333333,0.18975332068311196,,14.455673624288417
2024-07-25,104.88333333333334,6.559194305257297,34,160.0,275.0,46.0,13.0,98,150.0,9797,661.0,585.0,20,,69,193,41,44,,54.0,708,2089,2797.0,53.99791666666667,1.15,14.775160599571734,4.35,55.88865096359743,2.283333333333333,29.336188436830835,9.55,1.7666666666666666,0.03333333333333333,7.783333333333333,7.783333333333333,0.4282655246252677,,15.882623655913987
2024-07-26,58.43333333333333,0.8804829794003022,25,20.0,318.0,0.0,0.0,85,107.0,1730,940.0,445.0,,,60,90,44,49,,,26,2089,2115.0,39.34791666666667,0.38333333333333336,12.041884816753926,2.033333333333333,63.87434554973822,0.7666666666666667,24.083769633507853,5.25,2.066666666666667,0.06666666666666667,3.183333333333333,3.183333333333333,2.094240837696335,,14.237486910994757
2024-07-27,12.416666666666666,0.3206275351944643,14,6.0,122.0,0.0,0.0,89,36.0,630,790.0,164.0,,,53,101,41,42,,,4,2089,2093.0,65.1280487804878,0.8666666666666667,7.252440725244072,6.383333333333334,53.417015341701536,4.7,39.33054393305439,13.666666666666666,1.7166666666666668,0.21666666666666667,11.95,11.95,1.813110181311018,,13.77874135546334
2024-07-28,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-07-29,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-07-30,64.0,1.940542233357194,52,135.0,303.0,0.0,0.0,96,169.0,3803,50.0,607.0,,,73,132,52,49,,,144,2089,2233.0,26.747967479674795,,,,,,,,,,,,,,
2024-07-31,138.61666666666667,6.7971794718841965,45,179.0,266.0,55.0,14.0,99,351.0,11009,411.0,796.0,20,,75,197,44,46,,54.0,966,2089,3055.0,27.702083333333334,0.43333333333333335,3.909774436090226,7.3,65.86466165413533,3.35,30.22556390977444,10.533333333333333,-0.5500000000000007,0.3,11.083333333333334,11.083333333333334,2.706766917293233,,15.621208955223882
2024-08-01,43.333333333333336,0.57104012566611,28,17.0,472.0,0.0,0.0,90,163.0,1122,750.0,652.0,,,62,100,43,46,,,29,2089,2118.0,44.41041666666667,0.7666666666666667,7.55336617405583,5.45,53.69458128078818,3.933333333333333,38.752052545156,13.333333333333334,3.183333333333333,0.03333333333333333,10.15,10.15,0.3284072249589491,,15.417569786535308
2024-08-02,35.833333333333336,0.6499542670802513,26,11.0,430.0,0.0,0.0,90,119.0,1256,829.0,560.0,,,60,96,43,46,,,26,2089,2115.0,61.80833333333333,1.1333333333333333,15.489749430523919,3.75,51.252847380410024,2.433333333333333,33.25740318906606,11.5,4.183333333333334,0.016666666666666666,7.316666666666666,7.316666666666666,0.22779043280182232,,15.522818181818174
2024-08-03,258.4166666666667,12.447929094090512,33,205.0,106.0,117.0,45.0,99,118.0,24248,676.0,429.0,20,,76,187,42,43,,54.0,1611,2089,3700.0,54.46666666666667,0.5,3.0864197530864197,11.383333333333333,70.26748971193416,4.316666666666666,26.64609053497942,10.816666666666666,-5.383333333333333,1.3333333333333333,16.2,16.2,8.23045267489712,,14.720129999999996
2024-08-04,72.25,1.2533056947427026,35,102.0,353.0,0.0,0.0,97,256.0,2453,625.0,711.0,,,66,109,46,50,,,136,2089,2225.0,36.87916666666667,0.21666666666666667,1.9202363367799113,8.533333333333333,75.62776957163959,2.533333333333333,22.451994091580502,9.266666666666667,-2.0166666666666657,0.8166666666666667,11.283333333333333,11.283333333333333,7.23781388478582,,14.087499999999997
2024-08-05,80.45,3.338006044698958,25,116.0,128.0,23.0,26.0,93,130.0,6530,848.0,374.0,20,,64,174,42,47,,54.0,410,2089,2499.0,65.99375,1.6666666666666667,16.0,4.85,46.56,3.9,37.44,14.35,3.9333333333333336,0.0,10.416666666666666,10.416666666666666,0.0,,13.179244372990363
2024-08-06,37.2,0.9177652509345422,30,47.0,596.0,0.0,0.0,96,85.0,1803,647.0,728.0,,,62,106,48,50,,,33,2089,2122.0,26.820833333333333,0.95,11.468812877263582,6.35,76.65995975855131,0.9833333333333333,11.87122736418511,8.95,0.6666666666666666,0.45,8.283333333333333,8.283333333333333,5.432595573440644,,14.039439071566731
2024-08-07,168.25,8.503464765767916,57,219.0,71.0,79.0,11.0,100,192.0,13827,138.0,482.0,20,,77,200,41,44,,53.0,1316,2089,3405.0,19.91335740072202,,,,,,,,,,,,,,
2024-08-08,37.0,0.7214119541875447,22,12.0,287.0,0.0,0.0,84,48.0,1397,1036.0,347.0,,,58,91,46,49,,,12,2089,2101.0,50.729166666666664,3.966666666666667,50.0,3.966666666666667,50.0,0.0,0.0,9.866666666666667,1.9333333333333333,0.11666666666666667,7.933333333333334,7.933333333333334,1.4705882352941175,,14.304281805745545
2024-08-09,259.48333333333335,15.005492921339378,35,175.0,186.0,119.0,57.0,99,63.0,27648,624.0,424.0,20,,81,188,47,51,,53.0,1795,2089,3884.0,46.13125,0.3333333333333333,4.77326968973747,4.55,65.15513126491646,2.1,30.071599045346066,11.216666666666667,4.233333333333333,0.1,6.983333333333333,6.983333333333333,1.431980906921241,,16.14463529411765
